Tweet_id,tweet_text
326432228492050434,idgaf bout shit .
340317841016373248,"\@_HughHefner: #Oomf Lil Butt Gettin PHAT, Im Tryn Thrax !\"""""
307551631946428420,Free kelow \u2665 5x B
399779779760517121,Then my rude ass momma come in there talking mess
408121831078780929,"I gotta get up early, but I can't sleep..."
356988668138889216,If You watch the news it will show You whose racist. Juss wait for them to defend Zimmerman.  #Jeliebers
324668695400030208,Everytime im not up der niggas try purp
348942248433577987,@ThvtKid_Mir hey Faith's bestfriend.
393193443323043840,"I keep tellin niggas , they aint gon believe this shit til they see it , I cant go nowhere but Up"
405102536052731904,Mind allways on paper nigga got kids
358799051350749184,"\u201c@_ItsDzenana: ASAP Rocky really ain't that bad lookin' , Just now noticin' that.\u201d He SEXY"
338508413824819200,Stop subtweeting.
405584059041972224,That was a long ass message
319423336771887105,@jRavenCole good
306434780856209410,Still Got My Moneyyyy
320925212008931329,GBE Squad we Trust
308253670070419456,That's that baby ..\ud83d\udc8b
316323179721261059,Bounce It Biggity Bounce It Biggity Bounce It Biggity Bounce It \ud83d\udc6f\ud83d\udc6f
338161385517232130,AG Gaston B&amp;G Club's Poetic Justice @ the BlueLight Lounge event 2nite went too hard. I didnt kno I ws surrounded by so much talent. #AGBGC
352017054867533824,Bet not be all day either man
364889776723197952,Them niggas so gay
333288992609013760,@Smoke_ThenTweet lol u neva dnt kno
350077902362120194,Meek Mill x Level To Dis Shytt &gt;&gt;&gt;
362721459656867840,"@iHave_CHARISMA Kmsl , Alritee sis."
316523164345700352,", im sleepy aab '"
386938213426036736,Laceeeee...that Shoe!
375314438024212480,Now I \ud83d\udc40 why ppl don't fuck with you. \ud83d\ude15
356048645143011328,@quadrizzy_ get off my dick \ud83d\ude02
404063812460220416,Ugh my throat ..
299951909396160512,I love Sharon Susie Bell... So im turnin up tonight!!
370787618046640128,@Hateless_Meel I gotta work ! When I came back niggas can slide downtown or the mall
383084310888480768,Niggas ain't the same they'll tell .. \ud83d\udc00\ud83d\udcdd
338862576521842688,"\@Oh_My_Pickles: @Sunshine_Acee DUMB DUMB!! Lol\"" -__________- Don't Be Like That"""
302992947526373378,"\@JKthatCHICK: Smoking on that purple ease my mind!\"" Dis dat shit dat we get high to"""
340335192512270337,"@ForeverYOURSS_  yall aint cool, she use bring her co.workers round..n Dey go.out n stuff"
374234170119438336,@cianna49 member I tould u wat his ugly ass did lol
375108044944048129,But anyways rite here smoking wit my hood boy @rjFLYMONEY
303293351942295552,"@__LoveKaylaa give me the cash , lol ."
315147642101452802,Woke up to my grandfather singing earlier today and he's still singing. I love him but its getting pretty irritating lbs
326121598232952832,I come up...
375056303862722560,just hadda steal that dominic kmsl
309144821262594048,Woke me up on sum bs
298643857137090560,Duuhhh * slaps My forehead *
317296493289693185,&amp; I'm too sleepy.
336826502178017280,Goodmorning!!!!
306786745725353984,Im glad u let dat bald head bitch knw wt i tweet
395373604591767552,Rip Way
286361814927802368,"Tht Wasnt For Him ,But Oh Well #Lishaaa:)"
310182756334321664,Lol I know
304516725595062272,=)
389964479280066560,I ain't got no hoes no more ; gave all em' up for Monica
363350861335900162,Gotta dogg ass headache\ud83d\ude21
413966811600666624,Been up listening to &amp; writing music.
395345356218585088,*my
410660840480976896,@NessaSmokeGanja it's prolly was something else some real white widow is white
402616639146831873,Mf be rude af these days
407069018625830912,Fuck All My Ex's !
310609707008131072,Ion have no respect for no man that don't take care of his kidz!
359373830759784451,SOMEBODY MAD IN MY TL SPEAK WEN SPOKEN TO
388443343698395136,Wale x Clappers
382632189780709376,"my cousinnnKAE ain't txt me back yeaterday, that's not like her. \ud83d\ude33"
340488762796687361,@SCUBBA_STAN Lol I bet
352218230342959105,We gone be 7 deep at the movies tomorrow. This should be fun
304310495819730944,Lately.....
296143510657196032,Goodnight People.\ud83d\ude0a\u270c
409356202095939584,@imLEEK_millz \ud83d\ude02\ud83d\ude02\ud83d\ude02 no dead ass son who??
381290914653933568,"Y'all throwing contracts at niggaz' y'all know black folks can't read\-Kanye West"""
389925975410360320,seem like he dnt claim you ..
346601206078128128,@JAYINK45885 \ud83d\udc6f\ud83d\udc6f\ud83d\udc6f
336854226623946752,@inuzuri I'm not I'm just asking lol
360933444852781056,You know who you is
399684459982622720,My tt said these days boys hit yo ass back\ud83d\ude02\ud83d\ude39
362703709584637953,"Dnt fuk wit none of u niggas, dnt trust nun of u niggas. Run up on me nigga I'm wit it #kvngates"
305059749802672128,My lil cuz @SuchA_GoodGurl stay putting somebody on their ass!!! Smh
290282080003297282,I'm finna call him &amp; raise hell . \ud83d\ude12
346398008872669184,@SweetyPie_Kayla next year bt yea im almost done its crazy nd my b my fone gt water damage on my trip
288863545590956033,"Myy nigga ,"
307170734294331393,Boosie can I give Bitch is yo mouf clean To pussy might be clean if To house clean.
352404390310715392,I'm up way to early on my off day
322909180753244161,@_KeeHicks whats wrong
324028560857772032,Slid in home plate safe!
336303975945084928,@bridget_baybiee Sanford University
297843432678899713,@ShutUp_TAT yea
305939907598225409,Thea aint right boe smh
303439099866525696,Oomf so fuckin ugh...Ugly
312979400914259968,@AudreySMD yea I was a lol worried about u. I'm like its def snowing. Smh.
401257776866787328,"im jus seein the \flyer\"""""
393237215087984641,Did I forget\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02
395337210859233280,Fuck you Bulls fan's!! \ue409\ue012
352613187209801728,@OG_NICKKA ight cool
357698373878431747,"How come when I'm hanging out my phone slap, when I'm on chill that bitch dry."
391927576920600576,My body.tired is.Shyt..feel like.a.bytch dun.fucked me.down
377987740815863808,You like a \ud83d\udc01 that need to die \ud83d\udd2b\u274c
377248981254168576,Shower flow \ud83d\udebf Bbl \u270c
289587843142139904,@GabbyTweetz Girl Boo Lmao
352585496460931072,"\@iamnaee_: Bored.\"""""
297212601019023360,i hate wen alot of ppl have my #
286212950765748226,Lol thats all he say .... Roll that dope up man
340585105854713856,@MikeDeezyTC @Adot_Hall @AyeeLeAndre @AJ_inthecut right these niggas must have smoked some loud
364017910919856128,Good Morning: Time to get my praise n worship on
310434976510398465,"What she screaming \Youngin Youngin\"""""
344853481565335552,Rip big homie jt
373306272386281472,Ain't no fucking way a person can sleep from 2 to now \ud83d\ude11
392035525827117056,I Need New Friends That Know How 2 Do Some Fye Ass Hair !!
298669266184593409,I Want #Oomf
365984384861470721,@__Noniiii naw he was on twitter flexing. I'm too old for this immature shit.
293140225369202688,I gotta make em sweat
351299623232618498,I was knockeddddd out !
349241923011223554,@RhymeSHARKDOE or that person is dead n gone!!!
362420921325207552,Me &amp; Stan Convo &gt;&gt;&gt;&gt;&gt;&gt; \ue412\ue106
381249755759644672,"I must admit this had been one fuck up yr for me but I'm still alive so I ain't really stressing it ,..bad luck !!!"
289120458945744896,I cant trust NOBODY
394129213550518272,And if a side bitch do take my place I anit going to b mad cause then then I won't b getting cheating on \ud83d\udc4a\ud83d\udc4c
405102204903628800,turn tf up
332702330917122049,@_youngce no everybody mad at me Ctfu Dont go
389268698801766400,1:54am Goodnite I luv me my girlfriend keep safe o.k.
337997799255863296,12%
378175314264068096,Don't wear business wear tomorrow FCH people
306929540863782912,She gone talk all sht on twitter but I bet she ain't gone say none of it to her face lhh .
306703589487833088,@KillaLordDee Nope Ion Like That DM Shit Lbs!
359893551095627777,@ThatBish_Chinna I love you too \u2665\u2665
362540899013623808,Drive fast
329962590635716608,Ion understand!
289794337120870400,"\u201c@2shots_ofJEN: @deshawnnarenee waab , damn bitch\nwhat that mean . you think its gon be a fluke mission or sumn .? lol\u201dsure do lol"
350780616104624128,Mi nigga gone.mi nigga dead
387017888348917760,@Taylor_GangCT\ud83d\ude15\ud83d\ude0f how did your season go?
339590347111940097,He just dont know
295752572118118400,I aint even stressing it
360107296694607874,Wait till I finish my back yo bitch gone wanna come home with me \ud83d\ude02.
289878747396599808,Ass so big I look back at it lmao
393029429284175872,Stripper bitches fatt ass \ud83c\udf51\ud83c\udf51\ud83c\udf51
292805230775648256,Pull up in my new Rari!
335106388810420224,@FG4LNT Wya Young ?
323288282798641153,Usher x Burn
304646455476510722,"Can't stop this pimping, I just can't stop this pimping \u2026"
287682236252311552,Sore. Tired. Hungry.
368208951747563520,Brudda \ud83d\udcaf\ud83d\udc46 @rocko4real
326858117969231872,I knew it....smh
305050887255121920,"Potato chips for breakfast,  chick-fil-a for lunch, pizza for dinner. That's bad even by my standards."
341725751403507712,Told you that's bullshit
287361879565807616,It dnt feel da same
322712556156362752,They bogus ass hell. He just sittin there lettn them talk about him
388639876322586625,"\@Fameee_: Class of 2014 \ud83d\ude08\ud83d\udcaf\"""""
404731289749581824,\u201c@MissVoshay: FRESHMANS PLEASE DO NOT TAKE YOUR COLLEGE BOOS HOME TO MEET YA MOMS !!! ITS ONLY BEEN 4 MONTHS \ud83d\ude12 #aamu #AAMU17\u201d \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude02 TRUE
355387660593930240,gone be w/ @Shiine_Briight later on
376860206832951297,@sergiosb24_ lmaoooooo
310139404234682368,I went to sleep Lastnight with a lot on my mind
363213422407593984,Hys ole qay ass.. dick n dha booty ass
309815008265633792,texting lil couzzo
391986397902807040,Melo staying right at home .. He staying because he knows Bitch Bron wants to come play with him in 2014
338144025381044224,whew lawdy... what a good day... what a good daay
306224801339551745,I'm bout to be knock out in 5min y'all lol\ud83d\ude02
383102753310257152,Goodnight people \ud83d\udc4b
319553339056594945,"Watch tha faces smilin at ya, cause they may b tha same backs that turn on ya"
355270853275029504,@Caramel_Livi I love you though
343865613854330880,Retweet if you love yo mama as much as I do! #motherlylove
375818975260966912,Supa Savage&gt;&gt;Lil Reese
327569715239211009,BIRDMAN !!!!
374627016655388672,3:17 for bae \ue418\u2665
386642208964632576,Played 2k14 today I need that shit !!!
368451919158976512,I'm still sleep af
329424558123802624,"On expect nobody ta ride fa, nobody ta be Der fa me"
303727101687787521,moms holla she wama take us
388488268947283968,#fear is not a option you a #bitch and I cant honor that
309495477940932610,Nawl not me I treat my dick like royalty and my nigga deserves the best
304638431726800896,"If yo nigga can go days, weeks months without talking to you, he ain't yo nigga, he some by else nigga"
309160008967409664,@FuckYeahTrellie ayooo #fb
302976032045146114,#OnlyBlackPeopleAskToBorrow Yo Bootleg Movies &amp; Give Them Back With Scratches
298625687508623360,#ItsCrazyHow they act around my pops like.
345287465906622465,I'm off tomorrow so ima get food and some drinks for myself tonight
288172063859019776,#oomf Tweeting Lyrics &gt;&gt;&gt;
358685830384074754,I hate that he ahh mind wonder on my case .
299560664916172800,It aint my fault she call me all da time wen i b on da grind
401117351682527232,"I got hw , I don't got time for these lessons \ud83d\ude12"
296148036458000384,Stress keepin me up again
334514731698245633,@_SweeetieTweets I dont but I do my thought might change ... I doubt it tho .. Iont know tho
331488579354247168,@Fresh_DotNet I'm good sis just coolie really..kick'n' a Lil shit
323430725560963073,@ThatNiggaKyle_ No Bull \ud83d\ude02\ud83d\ude02
321925784073826304,Why am I up. Finna go back to sleep tho
303604183494451200,"But Shit If You UGLY , Then Yo AssJUST ugly !"
339241305379069952,Today Was uh Good Day Until we seen Andy
390677628514222080,@Livi_So_Luvable @tunaeP_ oh yeah I can't get that off lol damn
307193782045138945,@SonOwe lol oh get out the house girl!!
300279891486720000,Ahh im really really sadd now !
344497380953042944,"Imma  call it \grannies house\""....the beginning of many generations to come"""
316380985660960769,This bitch did not do what I said\ud83d\udc4b\ud83d\udc4b\ud83d\udc4b
323958520208822272,@ItsMandiisWorld nuh uhh
417687578796494849,@ImaniLegit lol ima slow creep now tjays backwards
294807402522484737,#Agreed
381163818669178880,@UniqueBeautyx33 aweeee. I love you Kee!
352560816941318144,My baby taken me to da movies dis weekend
317972069742702593,Lets Not Get on Family
404117080150003712,Im Too Sexy For This .
372520306188877824,I Don't Understand BITCH! I Don't Understandddd!
374928751009595393,Slim City Hosts Tues Night 9/3 inside Club Gabys! Ladies Free Ciroc B4 12:30am &amp; Free B4 1am. $5 SOB/Long Islands B4 1am. $100 Ciroc Bottles
317755261840412673,ICANT WAIT TO GET MY OWN SHIT.! ALOTTA MFS WULD NOT.! B NVITED PIDD
339964382517800960,"@iSkoolie Ion kno nye bro, we fye!!"
349456604300709888,Now you know where I sleep
314851499014500352,Throw it up throw it up
342880157696135168,Ion care bruh them hoes good
345909829526765568,This some bs :/
417568204618072064,Amber going too hell
383347587161792512,WANNA DO SOMETHIN AIN NEVA DID
338470451024125952,I want a Philly Cheese Steak..
385929022007291906,@ruthhernandez16 u r crazy
333169249591902208,Sooo they say its a 65% chance that we're gonna be running in rain today... -_- fml
415745964004343808,@JayLilJr \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02
314553615496929282,@BreezyWee1 @Loso_Mills #oltweets
394986445133602816,w| her jealous ass
346439477738237953,@FreightTrain817 the dude who made the 99 problems beat
301849949509939200,Doing some apps tonight
286605277665558529,Won't Tex Nomo #ObeyReality
349706353935265793,Heyy  Yallll. (;
286517331465756673,Damn I need to go hoop
403557216198090752,@Knickerbocker84 cool sound like plan
335974223677911040,Got a game at 9 in the morning
315578938204241920,Last call to enter...
336152628478222336,@_Hazizzz lol cause I feel like it ctfu
358229385305788416,my lip &lt;&lt;&lt;
328186915583041536,Wya ? @_NiahBoeBiaa_
338292700958834688,She erked me last nite
290722179828559873,Flame on!
305679462333304833,GoodMorning !
406131663220256770,NO ONE knows how to get on my mother's nerves more than my cousin I swear to you this!
288721136081051648,Y these folks think the IRS is dumb
394334570767998976,Im A Hood Nigga With Hood Dreams
403748157718147072,"Fuck yo bitch,  Now she walkin with her nose up"
362231275857248257,My phone bout to die!! But im where i need to be soo im good.. Gm btw
298831845741694976,Thug must b goin threw sum shyt
306036955274178560,I can't to leave work today ...!
377439628934279168,Always take pride in how far you have come. Always have faith in how far you will go.
308786111726108673,On the phone wit brittany
299346935800819712,These Niggaz Just Be Talkin They Ain't Gettin No Money!!
307654442516353024,this shit erks \ud83d\ude21\ud83d\ude12\ud83d\ude24
390973851233837056,The smell of my wings as I ride got my mouth watering llf
325044882483859456,Wen u dnt gt a reply frm me dnt look \ue05a\ue05a\ue05a\ue05a
324364201667731456,I'm Fennaa Take A Showeera Then Eat (:
303753777687695361,lmaooooooo
293095216544628736,Nice ketch Douglass
355204625428791297,@Obeyy_Lolita I didn't do nun
389729267007102976,"@chyyy_Doll Lol, \u2665"
377955692034146304,@__MamaCeeta Nall Just To Many Rumors
351204303559593984,I crucify these niggas kidnap em call they boss like who gon buy these niggas
398797599760580608,Accepting that I'm not going to be fully happy in any position I take until I'm doing exactly what I want.
290953328152690688,"Going to the game tomorrow, this should be interesting...."
405916298120413184,@alwaysmariah_xo lmao look at you we ain't been gone be there \ud83d\ude02\ud83d\ude02
332302077067927552,When GHETTOOOOOO Gurls Bee Typing Like This Cause They OVERR DOO EveryTHANGGGG ... \ud83d\ude02\ud83d\ude12 no bitch stop \ud83d\udc4b\ud83d\ude11
405763738730385408,Shulda pop hys asz with ths crutch
297176215331151872,@__ZsaZsa__ me niether and that shit she had on for the runway was a hot ass mess!!!!
287360550072107008,@HerMamasChild kk! Imma try n make the trip sooner then later actually so I will def be seeing soon ma'am!!!! :-) love ya!
393497001855565824,"\@KayllaRenee: @saffiefine2 it got locked \ud83d\ude1e\ud83d\ude14\ud83d\ude14\""aww"""
365325962981814273,Lol lol lol lol oooooo ooooo kill em ooooo
416146750911832064,Sweet P ass be cheating
341709972096286720,awwww shxt
339492246745407488,Keona Than Told Me !
293773787827171328,What's Good Twitter
363727442667515904,cooling w/. AJ right now finna get ready to headOUT .
320811613336764416,@HiIm_Charisma lmao
338832004504231936,2k time
332550874968768512,They just need to get over that frfr
342448668978319360,@eyemhitlerhe should've jus did a lay up tht hoop was mad low lmao
369508569428676608,Im Boutta Take Ah Nap \ud83d\ude34
290587324637659136,@callmejailynn_ fb?
399239348073545728,It \ud83d\udca7\ud83d\udca6\ud83d\udca6\ud83d\udca6
287762993490558977,@Bankroll_Bj @copngo2 come join boy boy
390216632431173632,Life's lovely Yo wifey wanna fuck me prolly cause I'm gettin money .. (I'm hungry)
287811509218844672,He know what it is shawty FOREVER his lil shawty..
339168907527065600,"I peep shit, no need to say shit, carry it how its bein carried"
354139377057808385,talking to this boy he so damn crazy
363502540010176513,The people in relationships tell me to shut up but it's funny cuz there in a relationship
319201076446380032,FORD SHIT
395418450417704960,Just got the news that this drunk mf'er\ud83d\udc49\ud83d\udc49 @GorgeousBih just fell off the stage in club chill
316663929218674688,@Theylove_Eli stop putting that nigga business out their n
288058289521037312,@ThaLuv_below witch one was he ???
354482303034077185,YALL HOES #DOWNBAD!!!
351191561503117312,Bored.!
384992308225380352,Yall see why I don't let these niggas Impress me ?
362876707734175745,Ik keep ya legs closed
297802177605402625,@haDOM_Is_uNIQUE wer u finna b at my brother
367860241373077505,\u201c@tre_pound: Bouta make a rap about ratchet shit\u201dlol chill bull I'm already working on it
358485514531246080,Kristy over here aggravating him ain making it no better. He just bit the shit outta her lmfao
353948007424720896,I hate arguein n hearin bullsht
353015647350956034,@KiLLiN_U_HxES li nigga we just past threw da mansion dat bih doin numbas kmsl
345683291061493760,@xDopeNiqqaTy_ u live near her
382984239052247040,Nah I gotta grow up this is crazy
342445837869264896,Not you bri
334545052237959169,@iTellaBitch yu work 2mar??
391817329870667776,I'm going to sleep forreal
314295523005853696,That was some weak shit tho
310984031992958976,That's whats wrong with these niggas they to busy worried about these thots instead of getting dis money .
361908796710322176,My header&gt;.. \ud83d\ude0d\ud83d\ude0f
314912005972713472,"-Meh, Mii Ma, Tisha &amp;&amp; Mii Niece"
318034627728130048,I need to get out the house since its so nice out!! What to do? What to do??
295749241928830978,@SPALDINGhoop_12. Lmao!!! That shit got me weak asf
292650289092239360,Mii b.day da hld weekn
309515153374855168,8%
306532411808813056,@FreshI_Stay Lmao I know I ate the hell out them bitches me and an twins lol
316329525812277248,Bad girls\ud83d\ude02\ud83d\ude02
307314171366752256,My brother got them hoes
337040860296396801,Get it straight u ain't tlkn bout no money anyway
325954648282370048,"Lmao, last night was funny. Niggas,love gettn hoed tho i swear..lol"
386152452581363712,Tyrese always dickeating MIND YA BUSINESS
334195285423173632,My flight had a lay over in Afghan .
379075210613628928,"Bitches be like, *flips weave.* \n\nWeave be like, *stays in place.* \ud83d\ude02\ud83d\ude02\ud83d\ude02"
304229923202162688,Goodmorning had too fight through my sleep but im up R.I.P SAMM
359482081472024577,@ms0bama get snuffed lol
288438683193987072,@ImBadd_CandyMae Wyd?
326016405017358337,Lol can't beat my ass
303279955486330880,WE aint going steady yeen my type lmbooo .
332683137882656770,@xCharmaineeee Stop Talkin To Me Boa
367564689737523200,It be some uGly ass kids at Dat school RS n it ain't funny lol
395011690947174401,Akatas too dey divorce
306854052006875137,Ion Kno Wat I Be Doin But I Stay Havin Mfs Mad what yal mad at me Fo yal dnt even kno wat I been thru lolbs
294659993750364160,Ian thinking bout no hater mane I excuse y'all...
331934425564737538,Because I'm telling you &amp; I'm not playing at all.... and No I couldn't deal will the dumb shit
330092995930099712,Stanky Ppl!
321702005410242561,I hope he dont try nothing
296993935413362688,@PrettiieMoneyx2 #teamfreeNeeNee lookin ass didn't you just get out of jail lhh okay I'm gon enjoy the new ass job hope
401189707679539200,Here We Go
373070137517027329,I luh yall
330822607551225857,@__TheEndisNIERA o wyd
343515393631068160,I'm hungry as shit
384123600519057408,@Jasminecache428 O Ard Girl Bye w Hit Me Wit Ya Best \ud83d\ude02\ud83d\ude02
372486134913200128,Even hoes dat get dicked down everyday be talkin about they be sexually frustrated \ud83d\ude1e\ud83d\ude1e This world is fucked up
403571065659478016,I need a Ride to the heights
353119976531558400,EITHER WAY IM MOVIN TO L.A CANT WAIT TO SEE W. HALEY
328695105726865409,Bogut bangin on bra I'm still not over dat
346116759817957376,: my laptop screen fixed
346964952982110211,Rise &amp;@ grind
339194883212472320,@_Danajahhh Some bull just called me rapping some disrespectful shit. But my bro's on his head!\ue420\ue40e
365184615100588032,@PimpCbac_NoCoke Keep Ya Head Up
332029883318431744,Nic Noc Bitch We Love You To #A.U.N.I
332282200227737600,Wade ass!
405012232578551808,not for it today yo \ue40e
327900901807386624,. Might Order Mhee Ahh Burger &amp;&amp; Suum Friiess . LoL . Hmm
335865176257597440,I want dem Jordan grapes
314753314619277313,@MaverickDatruth kum through today
370018630115028992,Thot knot
343905912735531008,I got my cousins attention
387588661891858432,I miss my main jawn
334776250679832576,And he tell me i be worried bout the wrong thang
383762261451763712,Take my kindness for weakness I double dare you
354112214761881600,@iDRIP_onLIPS hmu
363503232028770304,"@_tiaradarrae lol from tha Chinese store, duhh"
322161508308094977,"\@AyooSmoovness_x: She a freak , she be touchingg all on my pussy !\"" And u know u like it Cuz u a freak too"""
353936129281638404,People so damn irritating school been over for a month I mean y'all must be missing school to talk about it everyday everybody in that bitch
393101441323507712,I mean up
382713144063561728,Damn wtf was they talking about I got like 50 messages with like 2 people talking lol
331639897184153600,I Pray I Get One Of These Jobs..... Im So Tired Of Sittin @ The House...
323441568033951744,EVERYDAY I wake up I want a different bitch
288393649329418240,@RobeTauLicious im playin.....but i meesaged u back on fb doe
294071461495320576,@WhisperMyNamex3 LMFAO! HELL YEAH! TEAM WORK! =]
318152361757536256,Smoken da dope
379670071670751233,Some of these kids need whopping
333034348137828352,@MzBhavin4 phat ass ! hands down.
306025488294502401,Good Morning Everyone... Have a Good Day!!!
319936379792547840,jonvia got this damn fan on horse power.
290124378212032513,@FatBud I was just messing with you.
327264206183354369,It feel soooo good outside
286934719277453314,Real woman can make dere man better
291725839324807168,This bitch is horrible!
326407125259669504,I'm out #alexiatweet
404269287122436096,@Merces_By_Far I ain't listenin to none of that shit
347464289034072064,Well say that ....but to say all ruston girls ..umm you havent talk to all ruston girls to make that statement !
353277392900456450,\u201c@Lij_Washington: @_thebyrd you a pelicans fan now bro ? \ud83d\ude02\u201d you already know ..
405472331285270528,"Idk., maybe it's cool I'm a photographer with a fashion opinion."
377236444479504384,\ud83d\udcf2 On 9%
362945062251937792,I don't know why I kept having dreams about her smh
300141311711924224,Who he think he is ray charles or stevie wonder?...let him go sit down somewhere #afrikkaradio
364986291563147264,Ain't Nobody Asked Tho
416521864391843840,Now I'm on that
353191950633013249,Nene look like Cell off dragonball Z \ud83d\ude29\ud83d\ude02
306237300495507456,@DREW_YoAtention Lol
340289214568599553,LeBron mid-range game really is on the money ...
344364941622521856,Thank God For Waking Me Up This Morning An All My Blessings
295259686834434048,Reply to my text GoofyBoo!!!
295721261668126721,Show ^ Show Outt!
299880887133282304,", I'm BORED. Guess I'll Listen To Some Music ' OR Watch Tr\u00e9 Melvin Videos???"
354286219594694657,NBA summer league!!
311140747929870336,@torohorn You Never Txt Me Back !
320396872294477824,Watching This Dumb Ass Movie
347047337371267072,Wassup twitter
292476032412430336,In the middle of the day give me what I want
378776563632070656,I aint changed i grew up
366059030872993792,I'm just tweeting wat comes to mind
348515729454268416,"\@KiLL_4myRESPECT: If u ain wit me u against me... &amp; if u ain bein real u gotta b rat'n !!\"""""
373662721125785600,@TraVMisses_Mann What You Doing?
360467533234569220,Bout to go to McDonald's
401023986525818880,I'm grown ain't got time to play wit nobody
405882307367944192,Nn keep on rubbing myy stomach fat sister fat fat
352284018185736192,She got that boomerang!
349788264560992256,@His4EvaGurlBre *live
375690281460322304,I'm the most macho nigga out here
356215934786076672,Yall sleepin on dem wendys pretzel burger doe baw
307695307473428480,But Nxt Month Gonna have Da Dick face
313133466222985217,I got in trouble earlier for posting something on ig that was about him he aggy
327815363079315458,U want me 2 leave u along
300389597777637376,I Swear I'm About To Choke This Little Mf!!
347353320240865280,Hangover on a Wednesday morning smh I should do better
296120266013175808,James aggravating How tf he Came up with these pussy fuck gay ass feelings Rico don't even say much chile
331975416497721344,That shit stank
396048619423678464,About to go pass out candy !!
349704772842045440,I dnt won't nobody to say shit to me
290531465077334018,"It's a shame you didn't keep it Alicia, Katha, you know that you gone hear This I'M the mane Yeah, I said Yeah I'M the don't you forget it!"
362036110433599489,@ImD_Bom6e I'm not surprised lol
313835521380057088,i lowkey love iMessage when im txting hym :) #TeamiPhone
354784846859616256,Lol @MissNiqueScott is tryin to b funny smh lol
345412603067105281,Alot of ppl look at me different
315841312953876481,@EatMy_PrissyCat lol and it was good to thanks and mya.  Told ma she wanna go to pizza hut today lol
352117239966736387,i b knowin answers to questions b4 i even ask but i still ask anyway
344185190282842113,Tha dummy I guess??!!
288255115272544256,"\@xkeandrax: The struggle to get up for school is real\"""""
381961604533067776,She text me again wit the stuff ima snap
366597311184388096,So ready for my BOYS @Atlanta_Falcons to #RiseUP!
338412918104285185,@roddyroddd_ lol Ok
365525763107205120,Team Scorpio (:
329095305343672321,What Mean The World 2 U?....My Money My Dough My Hoes My Clothes....  - Killa Cam
341216617386090496,Who can I come see ?
383447466139738112,I got big bandz ik
296795838150221825,This rain \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d
335504524691255296,@MoonShotKidd IIGHT NO PROBLEM !
329247277216563200,type hungry
356063614496555008,@its_jcoop what size
346695691038507008,I love the game way better than the fame #LoveNBasketball
347599861505466369,Britt Got Me Weak
337977352237744129,@TrippyMunch_ Omw !
397221321324912640,my sister @JiGGY_Jaay needa teach me this \ud83d\ude29
312461374943019010,Jammin dis wiz khalifa
372682222949892096,I dont think they should play scary commercials in the morning \ue40e\ue40f
300346211641225216,But Then Again I Ain't Finnaa Be Dealing W/ Pain !
289955247231741952,Finna get in chill mode
295140250127323136,Np -bf #2
354401982187962368,Iont know whyy the fuck women think its ok to hit on men and expect them not to do anything back
309547805956001792,@SikDrive_CORN hw nd i was fuckin yo moms doe
335437759865040897,Why Erbody Talkin Bout Playin The Lottery??
404773702556209153,CTFU . Tooo much ; I swear lol
354610715962777600,Fuck you! They say I'm disrespectful !
331219183192920064,@PoeticAutonomy U Right
302991869720293377,@laysia_bae KMSL..7monthsz.. !!
335594295191040000,Lord...THANK YOU for this woman....
364599031499997184,"Oh yes y'all check out my show soon coming To the television #Keeping It Real With Ms,Brandell\ud83d\ude0c"
286469872777576449,Haven't read my horoscope in ages
360823361145815041,@theDOPEgenius dude
336893212394409984,"Look DOC are you gonna give me some money or not, all that rapping shit is tf irritating"
353885592028852224,Boy I tll u da truth..da stuff u c on da west side of Tuscaloosa
330161233183535104,She say I'm tryna throw it up at her
398632331260358656,I tell milan stop. And she tell me stop. Bad ass lil girl
344356926001381376,\u201c@mrnoble85: @_PerfectPatti go to sleep\u201d i dont wanna \ud83d\ude2b
398652686301933568,Guess everybody going to this game
377588463815892993,"yeahhh , he said it.. \u201c@_TricesPieces: I know he didn't say \when I finish getting my hair twisted\"" .. I just know !\u201d"""
408461154533769216,@SCole4EverFly I be up at that store damn near everyday folks funny as hell \ud83d\ude02
289636991870578688,@DaFamousMoMoney memphis10
375428799984582657,Lalala but Bruh I was dying laughing she said Waddup w/it she young aab to
397026856937201664,We good so stop checking up bitches
370383211710251009,Honest DM's \ud83d\ude08 ...... Retweet \ud83d\udcaf\ud83d\udcaf
403183474221142016,I hate going to sleep with a headache becuz I always wake up with a bigger one
354337440137347072,I was high aab wen I seen oomf's lastnight.
363480066602565632,For I get another nigga shit I'm find my own !
356063169803849729,@_NiecyDash thanks babe love you too
302498414053187586,@SpicyChocolate1 ummm..ok
384530016048275456,Weakkkkk \ud83d\ude02\ud83d\ude02
322794697041002496,Luh Cuz Straight Gone
302129923454279680,@KewlGuyMontana chin ass
313895151670022144,Fast food needed
339948729501102080,man im.tipsy man i.miss early 2012 wat happen
361615170134482944,@Nisha_hoe Bol Veryyy
339459824662233088,I just died!
355823218004733952,@CrispyPariss_ fb
351882698769448961,Getting tatted...
